"school_name","county","total","n_amind","n_asian","n_black","n_hisp","n_white","n_multi","n_ed","n_ell","n_swd"
"PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL","BRONX",1035,8,26,49,940,11,1,903,252,209
"PS/IS 224","BRONX",328,0,1,82,240,5,0,318,62,101
"PS/IS 266","QUEENS",638,7,240,141,156,84,10,320,18,145
"PS/IS 268","QUEENS",627,59,173,168,206,15,6,450,111,105
"PS/IS 295","QUEENS",473,26,152,125,147,15,8,352,35,93
"PS/IS 30 MARY WHITE OVINGTON","KINGS",993,0,234,7,304,432,16,800,212,197
"PS/IS 323","KINGS",545,4,14,405,114,6,2,514,28,121
"PS/IS 384 FRANCES E CARTER","KINGS",475,1,4,55,413,2,0,410,124,138
"PS/IS 45 HORACE E GREENE","KINGS",597,6,22,263,282,24,0,494,90,123
"PS/IS 54","BRONX",419,3,10,96,301,9,0,401,72,96
"PS/IS 78","QUEENS",701,5,169,30,179,279,39,173,40,92
"PS/IS 87 MIDDLE VILLAGE","QUEENS",545,1,22,11,313,191,7,314,53,135
"PS/MS 114 BELLE HARBOR","QUEENS",643,0,10,8,70,546,9,168,4,155
"PS/MS 138 SUNRISE","QUEENS",685,11,24,530,88,23,9,533,47,126
"PS/MS 147 RONALD MCNAIR","QUEENS",541,4,12,477,43,4,1,386,31,119
"PS/MS 194","BRONX",1294,30,489,80,628,61,6,1049,238,199
"PS/MS 200 POMONOK SCHOOL AND STAR ACADEMY (THE)","QUEENS",492,7,67,103,242,67,6,355,21,108
"PS/MS 280 MOSHOLU PARKWAY","BRONX",810,3,79,62,625,40,1,760,134,252
"PS/MS 29 MELROSE SCHOOL","BRONX",736,5,11,234,470,10,6,683,114,180
"PS/MS 31 THE WILLIAM LLOYD GARRISON","BRONX",657,8,20,179,427,23,0,594,93,167
"PS/MS 4 CROTONA PARK WEST","BRONX",518,0,3,270,235,7,3,491,86,146
"PS/MS 42 R VERNAM","QUEENS",586,8,14,410,138,8,8,558,24,173
"PS/MS 498 VAN NEST ACADEMY","BRONX",652,1,44,76,413,114,4,509,46,144
"PUC ACHIEVE CHARTER SCHOOL","MONROE",370,2,0,280,68,17,3,174,19,55
"QUEENS ACADEMY HIGH SCHOOL","QUEENS",304,5,37,70,166,26,0,218,20,65
"QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE & TECHNOLOGY","QUEENS",499,4,268,101,70,37,19,228,16,49
"QUEENS COLLEGIATE - A COLLEGE BOARD SCHOOL","QUEENS",665,40,193,281,125,7,19,576,58,118
"QUEENS EXPLORERS ELEMENTARY SCHOOL","QUEENS",354,13,96,23,172,43,7,270,17,57
"QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL","QUEENS",710,45,358,179,70,36,22,406,9,96
"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND TECHNOLOGY","QUEENS",470,10,25,190,229,14,2,335,103,98
"QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES","QUEENS",426,4,253,27,119,13,10,334,96,27
"QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE","QUEENS",475,2,389,15,19,29,21,294,0,1
"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND SCIENCES","QUEENS",1076,27,225,565,159,77,23,647,26,223
"QUEENS METROPOLITAN HIGH SCHOOL","QUEENS",1102,5,111,38,469,473,6,678,35,196
"QUEENS PREPARATORY ACADEMY","QUEENS",388,7,15,320,31,7,8,314,39,54
"QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY","QUEENS",190,11,17,92,55,15,0,171,14,26
"QUEENS SCHOOL FOR LEADERSHIP (THE)","QUEENS",395,8,154,78,145,8,2,337,76,66
"QUEENS SCHOOL OF INQUIRY (THE)","QUEENS",589,2,238,89,139,104,17,332,25,94
"QUEENS UNITED MIDDLE SCHOOL","QUEENS",167,3,0,153,10,1,0,116,7,32
"QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL","QUEENS",1517,3,143,75,1216,79,1,1308,112,275
"QUEST ELEMENTARY SCHOOL","MONROE",415,2,6,4,23,365,15,104,0,61
"QUEST TO LEARN","NEW YORK",544,1,71,116,237,101,18,395,21,157
"RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES","KINGS",611,2,112,84,113,290,10,427,107,109
"RALPH A FABRIZIO SCHOOL","KINGS",1018,8,589,3,171,242,5,921,325,175
"RANDOLPH ACADEMYHAMBURG CAMPUS","ERIE",76,7,0,12,13,40,4,19,2,74
"REACH ACADEMY CHARTER SCHOOL","ERIE",244,0,1,179,28,10,26,227,12,38
"RED HOOK NEIGHBORHOOD SCHOOL","KINGS",115,1,3,56,54,1,0,114,17,48
"REDWOOD MIDDLE SCHOOL","QUEENS",343,23,51,224,34,6,5,228,19,76
"RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS","MONROE",437,0,7,318,63,33,16,403,6,49
"RENAISSANCE CHARTER SCHOOL (THE)","QUEENS",558,0,106,34,358,52,8,374,43,104
"RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND TECHNOLOGY","BRONX",478,3,17,118,307,33,0,355,28,132
"RENAISSANCE SCHOOL OF THE ARTS","NEW YORK",170,2,2,68,94,2,2,161,13,50
"RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION","NEW YORK",449,2,4,194,245,3,1,385,49,152
"REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS","NEW YORK",236,0,2,77,108,43,6,162,1,41
"RESEARCH AND SERVICE HIGH SCHOOL","KINGS",248,3,2,179,51,12,1,227,6,86
"RICHARD R GREEN HIGH SCHOOL OF TEACHING","NEW YORK",425,5,26,124,255,13,2,353,17,84
"RICHMOND HILL HIGH SCHOOL","QUEENS",1572,89,494,194,719,61,15,1282,353,229
"RISE COMMUNITY SCHOOL","MONROE",323,0,21,180,81,38,3,303,26,82
"RIVER EAST ELEMENTARY","NEW YORK",224,2,0,91,117,8,6,193,14,72
"RIVER SCHOOL (THE)","NEW YORK",303,0,96,28,41,126,12,94,57,55
"RIVERDALE AVENUE COMMUNITY SCHOOL","KINGS",304,4,5,227,62,6,0,292,22,87
"RIVERDALE AVENUE MIDDLE SCHOOL","KINGS",132,4,5,94,26,1,2,130,11,47
"RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141)","BRONX",1527,8,111,147,848,398,15,802,106,305
"RIVERSIDE ACADEMY HIGH SCHOOL","ERIE",176,2,16,70,60,24,4,167,50,37
"RIVERSIDE INSTITUTE OF TECHNOLOGY","ERIE",105,0,19,37,42,6,1,96,31,23
"RIVERTON STREET CHARTER SCHOOL","QUEENS",963,7,10,860,72,7,7,756,12,133
"RIVERVIEW ELEMENTARY SCHOOL","ERIE",281,0,4,3,23,242,9,171,12,8
"ROADS CHARTER SCHOOL 1","KINGS",188,10,1,126,43,7,1,167,9,88
"ROADS CHARTER SCHOOL II","BRONX",203,3,1,101,93,5,0,181,12,101
"ROBERT BROWN SCHOOL OF CONSTRUCTION AND DESIGN","MONROE",1833,7,62,1135,485,143,1,1666,266,466
"ROBERT F KENNEDY COMMUNITY HIGH SCHOOL","QUEENS",697,6,250,89,246,93,13,563,56,130
"ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHNOLOGY","QUEENS",648,2,148,35,355,102,6,479,18,114
"ROBERT H GODDARD HIGH SCHOOL FOR COMM ARTS 7 & TECHNOLOGY","QUEENS",631,17,165,47,238,151,13,476,25,125
"ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL","QUEENS",286,1,2,274,7,0,2,199,3,49
"ROCHESTER ACADEMY CHARTER SCHOOL","MONROE",533,0,8,394,92,36,3,533,16,58
"ROCHESTER EARLY COLLEGE INTERNATIONAL HIGH SCHOOL","MONROE",328,1,27,204,63,32,1,297,49,76
"ROCHESTER PREP CHARTER SCHOOL 3","MONROE",263,2,0,209,47,5,0,211,0,28
"ROCKAWAY COLLEGIATE HIGH SCHOOL","QUEENS",302,1,9,170,104,16,2,251,25,95
"ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY","QUEENS",311,4,10,134,124,28,11,280,36,90
"ROGERS MIDDLE SCHOOL","MONROE",462,3,17,52,71,303,16,199,8,54
"RONALD EDMONDS LEARNING CTR II","KINGS",161,3,5,121,28,4,0,141,14,47
"ROSALYN YALOW CHARTER SCHOOL","BRONX",426,0,2,136,285,2,1,401,70,77
"RUSH-HENRIETTA SENIOR HIGH SCHOOL","MONROE",1248,4,159,214,70,782,19,527,32,129
"SAMARA COMMUNITY SCHOOL","BRONX",218,0,1,26,190,1,0,210,45,55
"SATELLITE ACADEMY HIGH SCHOOL","NEW YORK",269,3,1,91,169,3,2,201,18,81
"SATELLITE EAST MIDDLE SCHOOL","KINGS",93,2,8,63,15,4,1,88,12,27
"SATELLITE WEST MIDDLE SCHOOL","KINGS",276,0,20,181,50,19,6,178,1,66
"SCHLEGEL ROAD ELEMENTARY SCHOOL","MONROE",414,1,13,29,27,321,23,124,0,54
"SCHOLARS' ACADEMY","QUEENS",1349,9,270,233,264,563,10,640,1,178
"SCHOOL 12-JAMES P B DUFFY","MONROE",804,3,21,393,283,98,6,689,198,137
"SCHOOL 15-CHILDREN'S SCHOOL OF ROCHESTER (THE)","MONROE",309,0,72,120,43,72,2,262,121,48
"SCHOOL 16-JOHN WALTON SPENCER","MONROE",357,1,2,290,52,12,0,345,15,77
"SCHOOL 17-ENRICO FERMI","MONROE",558,0,1,192,320,39,6,546,170,88
"SCHOOL 19-DR CHARLES T LUNSFORD","MONROE",313,2,3,245,49,14,0,294,19,97
"SCHOOL 2-CLARA BARTON","MONROE",280,0,1,226,38,15,0,269,9,67
"SCHOOL 20-HENRY LOMB SCHOOL","MONROE",345,0,7,186,137,15,0,336,39,75
"SCHOOL 22-LINCOLN SCHOOL","MONROE",579,0,2,214,344,17,2,565,178,120
"SCHOOL 23-FRANCIS PARKER","MONROE",315,1,10,139,43,115,7,203,14,76
"SCHOOL 25-NATHANIEL HAWTHORNE","MONROE",313,0,0,175,100,37,1,291,13,128
"SCHOOL 28-HENRY HUDSON","MONROE",657,0,5,220,403,25,4,607,215,141
"SCHOOL 29-ADLAI E STEVENSON","MONROE",304,3,5,217,52,26,1,296,30,135
"SCHOOL 3-NATHANIEL ROCHESTER","MONROE",458,0,12,365,47,33,1,428,31,74
"SCHOOL 33-AUDUBON","MONROE",1053,0,8,514,458,66,7,974,171,242
"SCHOOL 34-DR LOUIS A CERULLI","MONROE",446,1,20,249,111,59,6,410,47,91
"SCHOOL 35-PINNACLE","MONROE",470,2,7,174,241,42,4,430,204,69
"SCHOOL 39-ANDREW J TOWNSON","MONROE",520,0,5,317,158,37,3,493,17,93
"SCHOOL 4-GEORGE MATHER FORBES","MONROE",420,0,4,308,74,31,3,403,38,148
"SCHOOL 42-ABELARD REYNOLDS","MONROE",460,0,10,235,101,110,4,389,20,98
"SCHOOL 43-THEODORE ROOSEVELT","MONROE",454,1,17,253,120,60,3,433,34,134
"SCHOOL 44-LINCOLN PARK","MONROE",210,0,2,168,23,15,2,199,7,61
"SCHOOL 45-MARY MCLEOD BETHUNE","MONROE",527,0,3,321,169,28,6,508,24,96
"SCHOOL 46-CHARLES CARROLL","MONROE",310,0,11,149,78,69,3,239,25,84
"SCHOOL 5-JOHN WILLIAMS","MONROE",640,2,105,287,149,94,3,608,185,94
"SCHOOL 50-HELEN BARRETT MONTGOMERY","MONROE",660,1,83,307,184,83,2,609,148,112
"SCHOOL 52-FRANK FOWLER DOW","MONROE",311,0,2,156,74,78,1,257,9,48
"SCHOOL 53 MONTESSORI ACADEMY","MONROE",230,0,1,154,40,31,4,172,5,34
"SCHOOL 54-FLOWER CITY COMMUNITY SCHOOL","MONROE",398,1,8,272,85,30,2,385,29,71
"SCHOOL 57-EARLY CHILDHOOD SCHOOL","MONROE",158,0,3,99,43,11,2,153,10,43
"SCHOOL 58-WORLD OF INQUIRY SCHOOL","MONROE",910,3,32,590,179,100,6,682,60,188
"SCHOOL 7-VIRGIL GRISSOM","MONROE",470,0,22,299,97,49,3,446,50,151
"SCHOOL 8-ROBERTO CLEMENTE","MONROE",473,1,5,305,133,29,0,462,52,94
"SCHOOL 9-DR MARTIN LUTHER KING JR","MONROE",683,0,0,189,485,9,0,665,312,101
"SCHOOL FOR CLASSICS:  AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS (THE)","KINGS",265,4,31,114,99,12,5,245,68,62
"SCHOOL FOR ENVIRONMENTAL CITIZENSHIP","BRONX",527,0,1,64,455,7,0,523,191,103
"SCHOOL FOR EXCELLENCE","BRONX",290,4,2,85,195,4,0,258,74,78
"SCHOOL FOR FUTURE LEADERS (THE)","KINGS",407,0,354,0,34,19,0,390,169,51
"SCHOOL FOR GLOBAL LEADERS","NEW YORK",252,2,32,59,142,11,6,215,26,101
"SCHOOL FOR HUMAN RIGHTS (THE)","KINGS",352,2,7,311,26,4,2,291,25,71
"SCHOOL FOR INQUIRY AND SOCIAL JUSTICE (THE)","BRONX",507,11,12,106,370,6,2,402,72,118
"SCHOOL FOR INTERNATIONAL STUDIES","KINGS",725,5,30,214,170,262,44,339,54,158
"SCHOOL FOR LEGAL STUDIES","KINGS",299,2,2,106,183,4,2,272,96,66
"SCHOOL FOR TOURISM AND HOSPITALITY","BRONX",302,3,3,94,195,6,1,280,73,91
"SCHOOL IN THE SQUARE PUBLIC CS","NEW YORK",301,0,0,25,268,6,2,239,40,73
"SCHOOL OF CREATIVITY-INNOVATION","KINGS",30,0,18,0,11,0,1,28,17,3
"SCHOOL OF DIPLOMACY","BRONX",427,4,5,250,161,6,1,393,57,135
"SCHOOL OF INTEGRATED LEARNING (THE)","KINGS",296,5,6,240,41,1,3,250,13,64
"SCHOOL OF MATH, SCIENCE AND HEALTHY LIVING (THE)","KINGS",340,0,151,3,152,33,1,313,145,53
"SCHOOL OF PERFORMING ARTS","BRONX",348,7,2,118,212,5,4,312,56,101
"SCHOOL OF SCIENCE AND APPLIED LEARNING","BRONX",585,3,3,198,374,7,0,541,92,194
"SCHOOL OF SCIENCE AND TECHNOLOGY","KINGS",618,2,47,366,178,19,6,478,108,142
"SCHOOL OF THE ARTS","MONROE",1133,5,39,565,265,257,2,773,29,112
"SCHOOL OF THE FUTURE BROOKLYN","KINGS",190,2,2,129,55,2,0,183,20,57
"SCHOOL OF THE FUTURE HIGH SCHOOL","NEW YORK",748,3,150,84,181,261,69,330,5,166
"SCHOOL WITHOUT WALLS","MONROE",268,0,10,162,65,29,2,231,18,26
"SCHUYLERVILLE PREPARATORY HIGH SCHOOL","BRONX",341,4,18,97,192,28,2,244,46,94
"SCIENCE AND MEDICINE MIDDLE SCHOOL (THE)","KINGS",396,4,6,340,36,9,1,324,12,84
"SCIENCE AND TECHNOLOGY ACADEMY:  A MOTT HALL SCHOOL","BRONX",448,0,15,123,307,2,1,422,76,93
"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCI, TECH AND CREATIVE ARTS","KINGS",573,4,44,383,104,24,14,472,18,84
"SCIENCE, TECH & RESEARCH HIGH SCHOOL AT ERASMUS","KINGS",572,14,25,441,75,7,10,446,7,89
"SCRIBNER ROAD ELEMENTARY SCHOOL","MONROE",575,0,22,19,26,478,30,95,14,40
"SECONDARY SCHOOL FOR JOURNALISM","KINGS",264,3,17,124,98,22,0,223,35,55
"SECONDARY SCHOOL FOR LAW","KINGS",446,5,10,284,127,13,7,349,16,85
"SEEALL ACADEMY (THE)","KINGS",1058,3,476,15,301,253,10,914,308,171
"SENECA SCHOOL","MONROE",179,0,16,4,17,127,15,83,38,5
"SHERIDAN ACADEMY FOR YOUNG LEADERS","BRONX",461,2,8,138,312,1,0,453,111,132
"SHERIDAN HILL ELEMENTARY SCHOOL","ERIE",475,0,39,7,21,396,12,54,20,57
"SISULU-WALKER CHARTER SCHOOL OF HARLEM","NEW YORK",220,2,1,171,38,0,8,193,6,59
"SIXTH AVENUE ELEMENTARY SCHOOL","NEW YORK",267,0,23,8,33,167,36,26,4,58
"SMALLWOOD DRIVE SCHOOL","ERIE",651,2,21,35,34,536,23,149,0,80
"SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP","BRONX",392,2,10,118,257,5,0,320,31,102
"SOUTH BRONX ACADEMY FOR APPLIED MEDIA","BRONX",226,5,4,71,146,0,0,203,33,78
"SOUTH BRONX CHARTER SCHOOL-INTER CULTURES AND ARTS","BRONX",452,1,1,59,384,7,0,416,163,30
"SOUTH BRONX CLASSICAL CHARTER III","BRONX",320,7,5,161,139,6,2,285,68,35
"SOUTH BRONX CLASSICAL CHARTER SCH IV","BRONX",157,3,0,88,63,1,2,144,45,18
"SOUTH BRONX CLASSICAL CHARTER SCHOOL","BRONX",503,2,13,196,281,10,1,436,94,57
"SOUTH BRONX CLASSICAL CHARTER SCHOOL II","BRONX",354,1,0,168,176,6,3,322,51,49
"SOUTH BRONX COMMUNITY CHARTER HIGH S","BRONX",289,1,0,103,180,3,2,233,23,68
"SOUTH BRONX EARLY COLLEGE ACADEMY CS","BRONX",334,0,1,106,225,2,0,303,29,97
"SOUTH BRONX INTERNATIONAL MS","BRONX",43,0,0,7,36,0,0,39,38,5
"SOUTH BRONX PREPARATORY - A COLLEGE BOARD SCHOOL","BRONX",655,2,11,159,468,12,3,622,46,175
"SOUTH BROOKLYN COMMUNITY HIGH SCHOOL","KINGS",154,8,6,48,87,4,1,135,5,70
"SOUTH BUFFALO CHARTER SCHOOL","ERIE",906,14,23,214,228,417,10,775,21,106
"SOUTH DAVIS ELEMENTARY SCHOOL","ERIE",342,0,4,2,7,316,13,30,0,52
"SOUTH PARK HIGH SCHOOL","ERIE",859,7,30,336,170,296,20,700,57,208
"SOUTHLAWN SCHOOL","MONROE",220,1,0,27,32,148,12,86,0,25
"SOUTHSIDE ELEMENTARY SCHOOL","ERIE",1001,12,60,223,178,464,64,864,104,273
"SPECIAL MUSIC SCHOOL","NEW YORK",313,3,45,31,44,144,46,70,1,39
"SPENCERPORT HIGH SCHOOL","MONROE",1146,2,30,58,69,944,43,356,12,140
"SPRING CREEK COMMUNITY SCHOOL","KINGS",524,5,7,379,114,9,10,432,18,130
"SPRINGVILLE ELEMENTARY SCHOOL","ERIE",555,5,5,5,11,516,13,232,3,55
"SPRUCE STREET SCHOOL","NEW YORK",540,7,87,22,87,287,50,98,13,118
"SPRY MIDDLE SCHOOL","MONROE",945,1,30,42,78,762,32,248,31,100
"ST HOPE LEADERSHIP ACADEMY CHARTER SCHOOL","NEW YORK",300,2,2,183,108,2,3,287,24,76
"STANLEY MAKOWSKI EARLY CHILDHOOD CENTER","ERIE",635,1,73,406,63,53,39,578,93,211
"STAR ACADEMY PS 63 (THE)","NEW YORK",208,0,4,44,135,18,7,168,4,81
"STATE ROAD ELEMENTARY SCHOOL","MONROE",521,2,11,14,35,436,23,168,22,51
"STEM BRIDGE SCHOOL (THE)","BRONX",216,4,20,26,134,30,2,194,68,36
"STEM INSTITUTE OF MANHATTAN","NEW YORK",131,1,5,64,48,13,0,122,19,45
"STEPHEN T MATHER BUILDING ARTS AND CRAFTMANSHIP HIGH SCHOOL","NEW YORK",402,5,17,106,253,18,3,327,29,104
"STOREFRONT ACADEMY CHARTER SCHOOL","BRONX",226,1,1,84,135,4,1,214,36,33
"STUYVESANT HIGH SCHOOL","NEW YORK",3321,16,2430,29,100,626,120,1462,0,22
"SUCCESS ACADEMY CHARTER SCH-NYC 10","KINGS",345,2,1,82,243,13,4,309,58,59
"SUCCESS ACADEMY CHARTER SCH-NYC 13","QUEENS",309,9,37,203,43,12,5,227,10,52
"SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST","KINGS",508,0,81,54,66,301,6,289,49,79
"SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4","BRONX",548,8,14,243,268,10,5,422,26,113
"SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD","QUEENS",643,11,10,569,37,2,14,466,2,88
"SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2","KINGS",346,8,6,219,98,6,9,287,5,74
"SUCCESS ACADEMY CHARTER SCHOOL-BEDFORD STUYVESANT 1","KINGS",760,3,16,506,209,15,11,592,14,146
"SUCCESS ACADEMY CHARTER SCHOOL-BRONX 1","BRONX",588,7,15,330,230,2,4,524,29,92
"SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2","BRONX",754,3,8,474,257,10,2,667,50,112
"SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3","BRONX",637,12,4,344,265,4,8,532,15,112
"SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL","KINGS",333,1,30,92,105,88,17,186,17,51
"SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS","KINGS",630,10,3,548,49,7,13,497,6,95
"SUCCESS ACADEMY CHARTER SCHOOL-FORT GREENE","KINGS",291,2,4,182,88,13,2,229,17,56
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 1","NEW YORK",1223,90,16,824,266,18,9,952,21,172
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2","NEW YORK",707,4,7,463,217,15,1,586,24,136
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","NEW YORK",1110,111,18,584,365,19,13,857,26,223
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4","NEW YORK",425,6,10,228,152,14,15,317,27,64
"SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","NEW YORK",746,7,9,504,197,14,15,616,42,116
"SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN","NEW YORK",462,1,83,96,202,69,11,303,20,77
"SUCCESS ACADEMY CHARTER SCHOOL-NYC 4","QUEENS",407,6,5,309,74,9,4,334,6,82
"SUCCESS ACADEMY CHARTER SCHOOL-NYC 8","KINGS",337,1,4,303,20,5,4,254,9,34
"SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","KINGS",629,4,19,475,102,27,2,450,7,102
"SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","NEW YORK",720,9,142,150,202,184,33,324,19,137
"SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","NEW YORK",790,4,99,160,298,200,29,377,23,152
"SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG","KINGS",434,5,21,97,243,57,11,280,28,78
"SUCCESS ACADEMY CHARTER-HARLEM 6","NEW YORK",226,1,2,125,92,4,2,206,11,41
"SUCCESS ACADEMY CHARTER-HUDSON YARDS","NEW YORK",223,1,28,53,96,35,10,139,14,42
"SUCCESS ACADEMY CS - BERGEN BEACH","KINGS",553,2,19,436,39,53,4,378,10,75
"SUCCESS ACADEMY CS - ROSEDALE","QUEENS",437,5,8,384,33,2,5,291,1,62
"SUCCESS ACADEMY CS - WASHINGTON HGTS","NEW YORK",503,1,11,59,407,21,4,363,32,101
"SUMMIT ACADEMY CHARTER SCHOOL","KINGS",326,6,1,147,164,6,2,252,20,75
"SUNSET PARK AVENUE ELEMENTARY SCHOOL","KINGS",437,0,67,2,340,28,0,378,169,124
"SUNSET PARK HIGH SCHOOL","KINGS",1217,2,117,97,899,99,3,1052,263,294
"SUNSET PARK PREP","KINGS",527,0,101,8,401,17,0,489,102,132
"SWEET HOME MIDDLE SCHOOL","ERIE",749,1,45,157,49,479,18,420,23,95
"SWEET HOME SENIOR HIGH SCHOOL","ERIE",1019,5,51,232,52,646,33,554,36,107
"T J CONNOR ELEMENTARY SCHOOL","MONROE",298,1,4,27,28,215,23,137,5,41
"TAG YOUNG SCHOLARS","NEW YORK",594,25,243,99,90,101,36,212,5,37
"TALENT UNLIMITED HIGH SCHOOL","NEW YORK",521,2,20,159,231,71,38,296,5,92
"TAPESTRY CHARTER SCHOOL","ERIE",957,3,17,520,121,237,59,648,21,117
"TEACHERS COLLEGE COMMUNITY SCHOOL","NEW YORK",293,3,8,111,121,37,13,155,5,59
"TEACHERS PREPARATORY HIGH SCHOOL","KINGS",199,1,4,154,32,7,1,184,20,77
"TEACHING FIRMS OF AMERICA PROFESSIONAL PREP CHARTER","KINGS",523,2,2,423,93,1,2,424,28,85
"TERRY TAYLOR ELEMENTARY SCHOOL","MONROE",380,0,1,17,32,310,20,129,0,41
"THE BRONX SCHOOL OF YOUNG LEADERS","BRONX",437,0,6,115,314,1,1,376,89,113
"THEATRE ARTS PRODUCTION COMPANY SCHOOL","BRONX",548,1,13,133,392,9,0,440,41,129
"THEODORE ROOSEVELT SCHOOL","ERIE",285,0,5,18,32,199,31,200,5,34
"THEODORE ROOSEVELT SCHOOL","ERIE",355,0,5,105,70,124,51,311,29,54
"THEODORE ROOSEVELT SCHOOL","ERIE",326,0,15,6,73,222,10,68,37,44
"THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL","QUEENS",2195,117,1061,387,511,91,28,1672,49,313
"THOMAS A EDISON ELEMENTARY SCHOOL","ERIE",577,1,7,13,39,483,34,230,9,73
"THOMAS C GIORDANO MIDDLE SCHOOL 45","BRONX",713,2,9,117,557,23,5,684,136,140
"THOMAS HIGH SCHOOL","MONROE",1321,3,28,36,51,1175,28,243,2,150
"THORNELL ROAD SCHOOL","MONROE",421,1,36,5,17,342,20,6,0,55
"THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CHANGE","NEW YORK",556,3,11,379,148,9,6,408,25,130
"THURGOOD MARSHALL ACADEMY LOWER SCHOOL","NEW YORK",211,0,4,168,36,0,3,180,2,47
"TOMPKINS SQUARE MIDDLE SCHOOL","NEW YORK",362,3,78,47,147,76,11,244,7,101
"TONAWANDA MIDDLE/HIGH SCHOOL","ERIE",910,9,4,12,50,799,36,462,15,134
"TOWNSEND HARRIS HIGH SCHOOL","QUEENS",1183,11,660,61,146,229,76,581,1,53
"TRANSIT MIDDLE SCHOOL","ERIE",972,4,209,47,28,658,26,142,12,94
"TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL","KINGS",672,17,32,399,199,17,8,516,44,175
"TRUE NORTH ROCHESTER PREP CHARTER SCHOOL-WEST CAMPUS","MONROE",823,0,5,650,144,24,0,684,10,83
"TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL (THE)","MONROE",1164,4,11,997,119,33,0,929,20,132
"TRUMAN ELEMENTARY SCHOOL","ERIE",311,1,14,39,50,191,16,231,59,48
"TWELVE CORNERS MIDDLE SCHOOL","MONROE",937,1,101,63,54,636,82,203,28,121
"UFT CHARTER SCHOOL","KINGS",218,3,5,156,52,2,0,180,18,27
"UNION EAST ELEMENTARY SCHOOL","ERIE",769,1,45,271,66,309,77,545,47,111
"UNION PLEASANT AVENUE ELEMENTARY SCHOOL","ERIE",613,0,6,4,18,569,16,149,0,146
"UNION SQUARE ACADEMY FOR HEALTH SCIENCES","NEW YORK",424,1,49,91,257,26,0,361,29,67
"UNITY CENTER FOR URBAN TECHNOLOGIES","NEW YORK",279,1,23,71,171,12,1,253,20,66
"UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN","KINGS",513,5,5,407,87,6,3,389,16,125
"UNIVERSITY HEIGHTS SECONDARY SCHOOL-BRONX COMMUNITY COLLEGE","BRONX",519,6,25,133,332,10,13,429,13,100
"UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","NEW YORK",483,2,176,94,186,22,3,420,69,83
"UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL","NEW YORK",207,0,18,41,129,17,2,174,6,94
"UNIVERSITY PREP CHARTER HIGH SCHOOL","BRONX",434,2,8,155,265,4,0,379,29,55
"UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN","MONROE",352,2,1,292,28,26,3,103,8,22
